804832	804993	Exon
804994	806252	Non_coding
806253	806475	Exon
806476	806788	Non_coding
806789	806843	Exon
806844	808506	Non_coding
808507	808654	Exon
808655	810219	Non_coding
810220	810469	Exon
810470	829428	Non_coding
829429	829483	Exon
829484	829810	Non_coding
829811	829892	Exon
829893	831256	Non_coding
831257	831371	Exon
831372	837189	Non_coding
837190	837277	Exon
837278	842631	Non_coding
842632	842806	Exon
842807	844296	Non_coding
844297	844438	Exon
844439	847132	Non_coding
847133	847313	Exon
847314	850215	Non_coding
850216	850309	Exon
850310	853088	Non_coding
853089	853139	Exon
853140	853226	Non_coding
853227	853340	Exon
853341	858365	Non_coding
858366	858496	Exon
858497	863462	Non_coding
863463	863518	Exon
863519	885881	Non_coding
885882	886149	Exon
886150	888873	Non_coding
888874	888975	Exon
888976	905515	Non_coding
905516	905577	Exon
905578	927124	Non_coding
927125	927240	Exon
927241	929135	Non_coding
929136	929279	Exon
929280	1059372	Non_coding
1059373	1059597	Exon
1059598	1073609	Non_coding
1073610	1073827	Exon
1073828	1077455	Non_coding
1077456	1078016	Exon
1078017	1078226	Non_coding
1078227	1078513	Exon
1078514	1088121	Non_coding
1088122	1088180	Exon
1088181	1088557	Non_coding
1088558	1088633	Exon
1088634	1089499	Non_coding
1089500	1089531	Exon
1089532	1091764	Non_coding
1091765	1091877	Exon
1091878	1094839	Non_coding
1094840	1094986	Exon
1094987	1104610	Non_coding
1104611	1104727	Exon
1104728	1159250	Non_coding
1159251	1159359	Exon
1159360	1173861	Non_coding
1173862	1173958	Exon
1173959	1375279	Non_coding
1375280	1380845	Exon
1380846	1386086	Non_coding
1386087	1386181	Exon
1386182	1391720	Non_coding
1391721	1391771	Exon
1391772	1392300	Non_coding
1392301	1392313	Exon
1392314	1394952	Non_coding
1394953	1395183	Exon
1395184	1395698	Non_coding
1395699	1395811	Exon
1395812	1395899	Non_coding
1395900	1396101	Exon
1396102	1396575	Non_coding
1396576	1396742	Exon
1396743	1396945	Non_coding
1396946	1397079	Exon
1397080	1397165	Non_coding
1397166	1397276	Exon
1397277	1397551	Non_coding
1397552	1397661	Exon
1397662	1398190	Non_coding
1398191	1398360	Exon
1398361	1398537	Non_coding
1398538	1398705	Exon
1398706	1398787	Non_coding
1398788	1399050	Exon
1399051	1399288	Non_coding
1399289	1399468	Exon
1399469	1399586	Non_coding
1399587	1399789	Exon
1399790	1400026	Non_coding
1400027	1400248	Exon
1400249	1400590	Non_coding
1400591	1400706	Exon
1400707	1401343	Non_coding
1401344	1401566	Exon
1401567	1401650	Non_coding
1401651	1401786	Exon
1401787	1401868	Non_coding
1401869	1402057	Exon
1402058	1402420	Non_coding
1402421	1402853	Exon
1402854	1405848	Non_coding
1405849	1405939	Exon
1405940	1419057	Non_coding
1419058	1419149	Exon
1419150	1429965	Non_coding
1429966	1430115	Exon
1430116	1431153	Non_coding
1431154	1431191	Exon
1431192	1433223	Non_coding
1433224	1433284	Exon
1433285	1440099	Non_coding
1440100	1440187	Exon
1440188	1443806	Non_coding
1443807	1443883	Exon
1443884	1445061	Non_coding
1445062	1445180	Exon
1445181	1448626	Non_coding
1448627	1448751	Exon
1448752	1449206	Non_coding
1449207	1449256	Exon
1449257	1451670	Non_coding
1451671	1451805	Exon
1451806	1461957	Non_coding
1461958	1462075	Exon
1462076	1465035	Non_coding
1465036	1465195	Exon
1465196	1466964	Non_coding
1466965	1467100	Exon
1467101	1475991	Non_coding
1475992	1476142	Exon
1476143	1480926	Non_coding
1480927	1481006	Exon
1481007	1489777	Non_coding
1489778	1489863	Exon
1489864	1554592	Non_coding
1554593	1554645	Exon
1554646	1559929	Non_coding
1559930	1560090	Exon
1560091	1566158	Non_coding
1566159	1566276	Exon
1566277	1570262	Non_coding
1570263	1570430	Exon
1570431	1575095	Non_coding
1575096	1575243	Exon
1575244	1576629	Non_coding
1576630	1576750	Exon
1576751	1577329	Non_coding
1577330	1577443	Exon
1577444	1579790	Non_coding
1579791	1579966	Exon
1579967	1586693	Non_coding
1586694	1586826	Exon
1586827	1588513	Non_coding
1588514	1588585	Exon
1588586	1589354	Non_coding
1589355	1589479	Exon
1589480	1589728	Non_coding
1589729	1589777	Exon
1589778	1598394	Non_coding
1598395	1598527	Exon
1598528	1598888	Non_coding
1598889	1599003	Exon
1599004	1600879	Non_coding
1600880	1601018	Exon
1601019	1603453	Non_coding
1603454	1603570	Exon
1603571	1604075	Non_coding
1604076	1604189	Exon
1604190	1606954	Non_coding
1606955	1607036	Exon
1607037	1608649	Non_coding
1608650	1608748	Exon
1608749	1610562	Non_coding
1610563	1610709	Exon
1610710	1610945	Non_coding
1610946	1610991	Exon
1610992	1621211	Non_coding
1621212	1621345	Exon
1621346	1621795	Non_coding
1621796	1622234	Exon
1622235	1627477	Non_coding
1627478	1627538	Exon
1627539	1636457	Non_coding
1636458	1636566	Exon
1636567	1641198	Non_coding
1641199	1641301	Exon
1641302	1644175	Non_coding
1644176	1644307	Exon
1644308	1647510	Non_coding
1647511	1647575	Exon
1647576	1670354	Non_coding
1670355	1670419	Exon
1670420	1676143	Non_coding
1676144	1676305	Exon
1676306	1680600	Non_coding
1680601	1680691	Exon
1680692	1681347	Non_coding
1681348	1681409	Exon
1681410	1681963	Non_coding
1681964	1682055	Exon
1682056	1682693	Non_coding
1682694	1682767	Exon
1682768	1682899	Non_coding
1682900	1682991	Exon
1682992	1683823	Non_coding
1683824	1683922	Exon
1683923	1684251	Non_coding
1684252	1684329	Exon
1684330	1686131	Non_coding
1686132	1686221	Exon
1686222	1686953	Non_coding
1686954	1687013	Exon
1687014	1688763	Non_coding
1688764	1688818	Exon
1688819	1689484	Non_coding
1689485	1689572	Exon
1689573	1701131	Non_coding
1701132	1704741	Exon
1704742	1706813	Non_coding
1706814	1706897	Exon
1706898	1707498	Non_coding
1707499	1707563	Exon
1707564	1708677	Non_coding
1708678	1708788	Exon
1708789	1709121	Non_coding
1709122	1709197	Exon
1709198	1709405	Non_coding
1709406	1709501	Exon
1709502	1713567	Non_coding
1713568	1713674	Exon
1713675	1713798	Non_coding
1713799	1713863	Exon
1713864	1714783	Non_coding
1714784	1714898	Exon
1714899	1715555	Non_coding
1715556	1715718	Exon
1715719	1718041	Non_coding
1718042	1718156	Exon
1718157	1718747	Non_coding
1718748	1718807	Exon
1718808	1718893	Non_coding
1718894	1719018	Exon
1719019	1719914	Non_coding
1719915	1720011	Exon
1720012	1720445	Non_coding
1720446	1720578	Exon
1720579	1721141	Non_coding
1721142	1721268	Exon
1721269	1721864	Non_coding
1721865	1721943	Exon
1721944	1722847	Non_coding
1722848	1722997	Exon
1722998	1723117	Non_coding
1723118	1723164	Exon
1723165	1723349	Non_coding
1723350	1723475	Exon
1723476	1723983	Non_coding
1723984	1724102	Exon
1724103	1724409	Non_coding
1724410	1724586	Exon
1724587	1725086	Non_coding
1725087	1725172	Exon
1725173	1725896	Non_coding
1725897	1725951	Exon
1725952	1726045	Non_coding
1726046	1726128	Exon
1726129	1726200	Non_coding
1726201	1726332	Exon
1726333	1726827	Non_coding
1726828	1726924	Exon
1726925	1728202	Non_coding
1728203	1728439	Exon
1728440	1730359	Non_coding
1730360	1730542	Exon
1730543	1730826	Non_coding
1730827	1730900	Exon
1730901	1731091	Non_coding
1731092	1731284	Exon
1731285	1731546	Non_coding
1731547	1731708	Exon
1731709	1731816	Non_coding
1731817	1731912	Exon
1731913	1732759	Non_coding
1732760	1732875	Exon
1732876	1733028	Non_coding
1733029	1733097	Exon
1733098	1733166	Non_coding
1733167	1733245	Exon
1733246	1733440	Non_coding
1733441	1733622	Exon
1733623	1733725	Non_coding
1733726	1733859	Exon
1733860	1734176	Non_coding
1734177	1734283	Exon
1734284	1734442	Non_coding
1734443	1734516	Exon
1734517	1736105	Non_coding
1736106	1736228	Exon
1736229	1736461	Non_coding
1736462	1736522	Exon
1736523	1737010	Non_coding
1737011	1737087	Exon
1737088	1737440	Non_coding
1737441	1737557	Exon
1737558	1737644	Non_coding
1737645	1737764	Exon
1737765	1738525	Non_coding
1738526	1738668	Exon
1738669	1739284	Non_coding
1739285	1739397	Exon
1739398	1739486	Non_coding
1739487	1739562	Exon
1739563	1740052	Non_coding
1740053	1740232	Exon
1740233	1740853	Non_coding
1740854	1740970	Exon
1740971	1741255	Non_coding
1741256	1741329	Exon
1741330	1741605	Non_coding
1741606	1741679	Exon
1741680	1741936	Non_coding
1741937	1742011	Exon
1742012	1742265	Non_coding
1742266	1742349	Exon
1742350	1743647	Non_coding
1743648	1743779	Exon
1743780	1744915	Non_coding
1744916	1745011	Exon
1745012	1745574	Non_coding
1745575	1745653	Exon
1745654	1746072	Non_coding
1746073	1746170	Exon
1746171	1748691	Non_coding
1748692	1748853	Exon
1748854	1749920	Non_coding
1749921	1750055	Exon
1750056	1753968	Non_coding
1753969	1754103	Exon
1754104	1754487	Non_coding
1754488	1754622	Exon
1754623	1756111	Non_coding
1756112	1756253	Exon
1756254	1761099	Non_coding
1761100	1761202	Exon
1761203	1766574	Non_coding
1766575	1767345	Exon
1767346	1777285	Non_coding
1777286	1777367	Exon
1777368	1789145	Non_coding
1789146	1789302	Exon
1789303	1790549	Non_coding
1790550	1790728	Exon
1790729	1808013	Non_coding
1808014	1808095	Exon
1808096	1812271	Non_coding
1812272	1812370	Exon
1812371	1814825	Non_coding
1814826	1814908	Exon
1814909	1815002	Non_coding
1815003	1815134	Exon
1815135	1816108	Non_coding
1816109	1816268	Exon
1816269	1816343	Non_coding
1816344	1816507	Exon
1816508	1816603	Non_coding
1816604	1816740	Exon
1816741	1816979	Non_coding
1816980	1817035	Exon
1817036	1817169	Non_coding
1817170	1817325	Exon
1817326	1817419	Non_coding
1817420	1817644	Exon
1817645	1817800	Non_coding
1817801	1817869	Exon
1817870	1818937	Non_coding
1818938	1819092	Exon
1819093	1819165	Non_coding
1819166	1819271	Exon
1819272	1819811	Non_coding
1819812	1820105	Exon
1820106	1820397	Non_coding
1820398	1820546	Exon
1820547	1820786	Non_coding
1820787	1820941	Exon
1820942	1822908	Non_coding
1822909	1823205	Exon
1823206	1823781	Non_coding
1823782	1824047	Exon
1824048	1824215	Non_coding
1824216	1824331	Exon
1824332	1824496	Non_coding
1824497	1824610	Exon
1824611	1824838	Non_coding
1824839	1824960	Exon
1824961	1825073	Non_coding
1825074	1825153	Exon
1825154	1827468	Non_coding
1827469	1827604	Exon
1827605	1827684	Non_coding
1827685	1827751	Exon
1827752	1827885	Non_coding
1827886	1827992	Exon
1827993	1828074	Non_coding
1828075	1828182	Exon
1828183	1828264	Non_coding
1828265	1828394	Exon
1828395	1828492	Non_coding
1828493	1828554	Exon
1828555	1828638	Non_coding
1828639	1828794	Exon
1828795	1828924	Non_coding
1828925	1829160	Exon
1829161	1829243	Non_coding
1829244	1829384	Exon
1829385	1829499	Non_coding
1829500	1829689	Exon
1829690	1829987	Non_coding
1829988	1830180	Exon
1830181	1830259	Non_coding
1830260	1830365	Exon
1830366	1830880	Non_coding
1830881	1831053	Exon
1831054	1831130	Non_coding
1831131	1831215	Exon
1831216	1831457	Non_coding
1831458	1831533	Exon
1831534	1831656	Non_coding
1831657	1831740	Exon
1831741	1833168	Non_coding
1833169	1833349	Exon
1833350	1833595	Non_coding
1833596	1833809	Exon
1833810	1834010	Non_coding
1834011	1834148	Exon
1834149	1834329	Non_coding
1834330	1834478	Exon
1834479	1834802	Non_coding
1834803	1834888	Exon
1834889	1835631	Non_coding
1835632	1835790	Exon
1835791	1835874	Non_coding
1835875	1836051	Exon
1836052	1836409	Non_coding
1836410	1836514	Exon
1836515	1836851	Non_coding
1836852	1837014	Exon
1837015	1837099	Non_coding
1837100	1837186	Exon
1837187	1837513	Non_coding
1837514	1837595	Exon
1837596	1838856	Non_coding
1838857	1838929	Exon
1838930	1839239	Non_coding
1839240	1839351	Exon
1839352	1840777	Non_coding
1840778	1840808	Exon
1840809	1840958	Non_coding
1840959	1841022	Exon
1841023	1843466	Non_coding
1843467	1843493	Exon
1843494	1845044	Non_coding
1845045	1845199	Exon
1845200	1845416	Non_coding
1845417	1845580	Exon
1845581	1846040	Non_coding
1846041	1847096	Exon
1847097	1857132	Non_coding
1857133	1857312	Exon
1857313	1860005	Non_coding
1860006	1860689	Exon
1860690	1862866	Non_coding
1862867	1862990	Exon
1862991	1865028	Non_coding
1865029	1865173	Exon
1865174	1867472	Non_coding
1867473	1867639	Exon
1867640	1867737	Non_coding
1867738	1867852	Exon
1867853	1872887	Non_coding
1872888	1873018	Exon
1873019	1873172	Non_coding
1873173	1873359	Exon
1873360	1874975	Non_coding
1874976	1875184	Exon
1875185	1877033	Non_coding
1877034	1877117	Exon
1877118	1881889	Non_coding
1881890	1881965	Exon
1881966	1884215	Non_coding
1884216	1884317	Exon
1884318	1884594	Non_coding
1884595	1884766	Exon
1884767	1884910	Non_coding
1884911	1885055	Exon
1885056	1887442	Non_coding
1887443	1887552	Exon
1887553	1889221	Non_coding
1889222	1889298	Exon
1889299	1890681	Non_coding
1890682	1890756	Exon
1890757	1891212	Non_coding
1891213	1891273	Exon
1891274	1896929	Non_coding
1896930	1897110	Exon
1897111	1898120	Non_coding
1898121	1900481	Exon
1900482	1904947	Non_coding
1904948	1905402	Exon
1905403	1911080	Non_coding
1911081	1911251	Exon
1911252	1911608	Non_coding
1911609	1911720	Exon
1911721	1912885	Non_coding
1912886	1913003	Exon
1913004	1915496	Non_coding
1915497	1915620	Exon
1915621	1917889	Non_coding
1917890	1918007	Exon
1918008	1922373	Non_coding
1922374	1922587	Exon
1922588	1923062	Non_coding
1923063	1923145	Exon
1923146	1929826	Non_coding
1929827	1929988	Exon
1929989	1930655	Non_coding
1930656	1930772	Exon
1930773	1936002	Non_coding
1936003	1936149	Exon
1936150	1938216	Non_coding
1938217	1938313	Exon
1938314	1963268	Non_coding
1963269	1963332	Exon
1963333	1963697	Non_coding
1963698	1963853	Exon
1963854	1963933	Non_coding
1963934	1964062	Exon
1964063	1964843	Non_coding
1964844	1964970	Exon
1964971	1965156	Non_coding
1965157	1965196	Exon
1965197	1965355	Non_coding
1965356	1965517	Exon
1965518	1965601	Non_coding
1965602	1965710	Exon
1965711	1965822	Non_coding
1965823	1965919	Exon
1965920	2000000	Non_coding
